x, y
617.831719, 0.0013650000000000001
627.831719, 0.0027392062012870783
637.831719, 0.004122618603861235
647.831719, 0.0055152372077224695
657.831719, 0.006917062012870782
667.831719, 0.008328093019306173
677.831719, 0.009748330227028642
687.831719, 0.01117777363603819
697.831719, 0.012616423246334815
707.831719, 0.01406427905791852
717.831719, 0.015521341070789303
727.831719, 0.016987609284947164
737.831719, 0.018463083700392104
747.831719, 0.01994776431712412
757.831719, 0.021441651135143215
767.831719, 0.022944744154449387
777.831719, 0.024457043375042637
787.831719, 0.025978548796922966
797.831719, 0.027509260420090373
807.831719, 0.02904917824454486
817.831719, 0.030598302270286423
827.831719, 0.03215663249731506
837.831719, 0.03372416892563078
847.831719, 0.03530091155523358
857.831719, 0.03688686038612345
867.831719, 0.03848201541830041
877.831719, 0.04008637665176444
887.831719, 0.041699944086515554
897.831719, 0.04332271772255374
907.831719, 0.04495469755987901
917.831719, 0.04659588359849136
927.831719, 0.04824627583839079
937.831719, 0.049905874279577295
947.831719, 0.05157467892205088
957.831719, 0.05325268976581154
967.831719, 0.05493990681085927
977.831719, 0.05663633005719409
987.831719, 0.05834195950481598
997.831719, 0.06005679515372495
1007.831719, 0.061780837003921
1017.831719, 0.06351408505540412
1027.831719, 0.06525653930817434
1037.831719, 0.06700819976223162
1047.831719, 0.06876906641757598
1057.831719, 0.07053913927420742
1067.831719, 0.07231841833212595
1077.831719, 0.07410690359133154
1087.831719, 0.07590459505182422
1097.831719, 0.07771149271360397
1107.831719, 0.0795275965766708
1117.831719, 0.08135290664102471
1127.831719, 0.0831874229066657
1137.831719, 0.08503114537359377
1147.831719, 0.08688407404180891
1157.831719, 0.08874620891131113
1167.831719, 0.09061754998210043
1177.831719, 0.09249809725417682
1187.831719, 0.09438785072754027
1197.831719, 0.09628681040219081
1207.831719, 0.09819497627812843
1217.831719, 0.10011234835535311
1227.831719, 0.10203892663386488
1237.831719, 0.10397471111366373
1247.831719, 0.10591970179474966
1257.831719, 0.10787389867712266
1267.831719, 0.10983730176078274
1277.831719, 0.1118099110457299
1287.831719, 0.11379172653196415
1297.831719, 0.11578274821948546
1307.831719, 0.11778297610829386
1317.831719, 0.11979241019838933
1327.831719, 0.1218110504897719
1337.831719, 0.12383889698244152
1347.831719, 0.12587594967639823
1357.831719, 0.12792220857164202
1367.831719, 0.1299776736681729
1377.831719, 0.13204234496599085
1387.831719, 0.13411622246509586
1397.831719, 0.13619930616548795
1407.831719, 0.13829159606716712
1417.831719, 0.14039309217013338
1427.831719, 0.1425037944743867
1437.831719, 0.14462370297992713
1447.831719, 0.14675281768675463
1457.831719, 0.14887838926030642
1467.831719, 0.15099906125021828
1477.831719, 0.15311483365649023
1487.831719, 0.15522570647912226
1497.831719, 0.15733167971811438
1507.831719, 0.15943275337346657
1517.831719, 0.16152892744517885
1527.831719, 0.16362020193325122
1537.831719, 0.16570657683768367
1547.831719, 0.1677880521584762
1557.831719, 0.1698646278956288
1567.831719, 0.17193630404914154
1577.831719, 0.17400308061901432
1587.831719, 0.1760649576052472
1597.831719, 0.17812193500784018
1607.831719, 0.18017401282679324
1617.831719, 0.18222119106210638
1627.831719, 0.1842634697137796
1637.831719, 0.1863008487818129
1647.831719, 0.1883333282662063
1657.831719, 0.19036090816695977
1667.831719, 0.19238358848407333
1677.831719, 0.19440136921754697
1687.831719, 0.1964142503673807
1697.831719, 0.1984222319335745
1707.831719, 0.2004253139161284
1717.831719, 0.20242349631504236
1727.831719, 0.20441677913031642
1737.831719, 0.20640516236195058
1747.831719, 0.20838864600994483
1757.831719, 0.21036723007429917
1767.831719, 0.21234091455501358
1777.831719, 0.21430969945208808
1787.831719, 0.21627358476552266
1797.831719, 0.21823257049531733
1807.831719, 0.22018665664147208
1817.831719, 0.2221358432039869
1827.831719, 0.22408013018286183
1837.831719, 0.22601951757809682
1847.831719, 0.2279540053896919
1857.831719, 0.22988359361764707
1867.831719, 0.23180828226196232
1877.831719, 0.23372807132263765
1887.831719, 0.23564296079967306
1897.831719, 0.2375529506930686
1907.831719, 0.2394580410028242
1917.831719, 0.2413582317289399
1927.831719, 0.24325352287141566
1937.831719, 0.24514391443025152
1947.831719, 0.24702940640544746
1957.831719, 0.24890999879700348
1967.831719, 0.2507856916049196
1977.831719, 0.2526564848291958
1987.831719, 0.25452237846983206
1997.831719, 0.2563833725268284
