50483.9088, 4.03, 11.26
51643.25913, 2.23, 0.8
53265.61462, 7.29, 3.03
56368.53759, 9.45, 15.37
60517.14123, 5.14, 0.48
65524.571, 2.03, 0.41
65766.96985, 2.18, 0.34
66078.3061, 1.48, 0.64
64769.86013, 3.37, 0.4
64992.95491, 5.47, 0.71
65896.99653, 0.43, 1.29
74344.9346, 1.71, 0.29
81149.63127, 2.65, 0.3
